Categoria;Marca;Modelo;Versão;Motor;Propulsão;Transmissão e Velocidades;"Ar
Condicionado";"Direção
Assistida";Combustível;"NMOG+NOx
(mg/km)";"CO
(mg/km)";"CHO
(mg/km)";Emissões Etanol (CO2 g/km);Emissões Gasolina/Diesel (CO2 g/km);Emissões PHEV (CO2 g/km);Consumo Etanol - Cidade (km/l);Consumo Etanol - Estrada (km/l);Consumo Gas. ou Di. - Cidade (km/l);Consumo Gas. ou Di. - Estrada (km/l);Consumo EV ou PHEV - Cidade (km/l e);Consumo EV ou PHEV - Estrada (km/l e);Consumo Energético (MJ/km);Autonomia Elétrico (km)
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;RS;1.2T - 12V;Combustão;A-6;S;E;F;24;143;4;0;108;\;7,7;10;11,2;14,1;\;\;1,76;\
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;PREMIER;1.2T - 12V;Combustão;A-6;S;E;F;24;143;4;0;108;\;7,7;10;11,2;14,1;\;\;1,76;\
Utilitário Esportivo Compacto;CHEVROLET;TRACKER (MY26);LT;1.0T - 12V;Combustão;A-6;S;E;F;19;168;3;0;108;\;8,1;9,9;11,5;13,8;\;\;1,72;\
Utilitário Esportivo Compacto;CHEVROLET;TRACKER (MY26);LTZ;1.0T - 12V;Combustão;A-6;S;E;F;19;168;3;0;108;\;8,1;9,9;11,5;13,8;\;\;1,72;\
Utilitário Esportivo Compacto;CHEVROLET;TRACKER (MY26);AT;1.0T - 12V;Combustão;A-6;S;E;F;19;168;3;0;108;\;8,1;9,9;11,5;13,8;\;\;1,72;\
Utilitário Esportivo Compacto;CHEVROLET;TRACKER (MY26);LT;1.0T - 12V;Combustão;A-6;S;E;F;19;168;3;0;108;\;8,1;9,9;11,5;13,8;\;\;1,72;\
Utilitário Esportivo Compacto;CHEVROLET;TRACKER (MY26);LTZ;1.0T - 12V;Combustão;A-6;S;E;F;19;168;3;0;108;\;8,1;9,9;11,5;13,8;\;\;1,72;\
Utilitário Esportivo Compacto;CHEVROLET;TRACKER (MY26);RS;1.2T - 12V;Combustão;A-6;S;E;F;18;139;2;0;111;\;7,6;9,7;11;13,7;\;\;1,8;\
Utilitário Esportivo Compacto;CHEVROLET;TRACKER (MY26);PREMIER;1.2T - 12V;Combustão;A-6;S;E;F;18;139;2;0;111;\;7,6;9,7;11;13,7;\;\;1,8;\
Utilitário Esportivo Compacto;CHEVROLET;TRACKER (MY26);100 ANOS;1.2T - 12V;Combustão;A-6;S;E;F;18;139;2;0;111;\;7,6;9,7;11;13,7;\;\;1,8;\
Utilitário Esportivo Compacto;CHEVROLET;TRACKER (MY26);PREMIER;1.2T - 12V;Combustão;A-6;S;E;F;18;139;2;0;111;\;7,6;9,7;11;13,7;\;\;1,8;\
Utilitário Esportivo Compacto;CITROEN;BASALT;T200 1ST;1.0T-12V;Combustão;CVT-7;S;E;F;39;403;6;0;104;\;8,4;9,6;12,1;13,7;\;\;1,69;\
Utilitário Esportivo Compacto;CITROEN;BASALT;FEEL 1.0;1.0-6V;Combustão;M-5;S;E;F;39;437;5;0;97;\;9,2;10,1;13,2;14,3;\;\;1,56;\
Utilitário Esportivo Compacto;CITROEN;BASALT;SHINE T200;1.0T-12V;Combustão;CVT-7;S;E;F;39;403;6;0;104;\;8,4;9,6;12,1;13,7;\;\;1,69;\
Utilitário Esportivo Compacto;CITROEN;BASALT;FEEL T200;1.0T-12V;Combustão;CVT-7;S;E;F;39;403;6;0;104;\;8,4;9,6;12,1;13,7;\;\;1,69;\
Utilitário Esportivo Compacto;CITROEN;C3;FEEL 1.0;1.0-6V;Combustão;M-5;S;E;F;39;441;3;0;96;\;9,3;10,3;13,2;14,5;\;\;1,54;\
Utilitário Esportivo Compacto;CITROEN;C3;LIVE 1.0;1.0-6V;Combustão;M-5;S;E;F;39;441;3;0;96;\;9,3;10,3;13,2;14,5;\;\;1,54;\
Utilitário Esportivo Compacto;CITROEN;C3;LIVE PK 1.0;1.0-6V;Combustão;M-5;S;E;F;39;441;3;0;96;\;9,3;10,3;13,2;14,5;\;\;1,54;\
Utilitário Esportivo Compacto;CITROEN;C3;YOU 1.0T CVT;1.0T-12V;Combustão;CVT-7;S;E;F;40;552;6;0;110;\;8,1;8,9;11,5;12,9;\;\;1,78;\
Utilitário Esportivo Compacto;CITROEN;C3 AIRCROSS;FL;1.0T-12V;Combustão;CVT-7;S;E;F;35;423;2;0;111;\;7,9;9,1;11,2;13;\;\;1,8;\
Utilitário Esportivo Compacto;CITROEN;C3 AIRCROSS;FL 7;1.0T-12V;Combustão;CVT-7;S;E;F;35;423;2;0;111;\;7,9;9,1;11,2;13;\;\;1,8;\
Utilitário Esportivo Compacto;CITROEN;C3 AIRCROSS;FL PK;1.0T-12V;Combustão;CVT-7;S;E;F;35;423;2;0;111;\;7,9;9,1;11,2;13;\;\;1,8;\
Utilitário Esportivo Compacto;CITROEN;C3 AIRCROSS;FLPK7;1.0T-12V;Combustão;CVT-7;S;E;F;35;423;2;0;111;\;7,9;9,1;11,2;13;\;\;1,8;\
Utilitário Esportivo Compacto;CITROEN;C3 AIRCROSS;SH;1.0T-12V;Combustão;CVT-7;S;E;F;35;423;2;0;111;\;7,9;9,1;11,2;13;\;\;1,8;\
Utilitário Esportivo Compacto;CITROEN;C3 AIRCROSS;SH 7;1.0T-12V;Combustão;CVT-7;S;E;F;35;423;2;0;111;\;7,9;9,1;11,2;13;\;\;1,8;\
Utilitário Esportivo Compacto;FIAT;ARGO;TREKKING 1.3AT;1.3-8V;Combustão;CVT-7;S;E;F;37;297;4;0;99;\;9;10,3;12,8;14,3;\;\;1,58;\
Utilitário Esportivo Compacto;FIAT;FASTBACK;AUDACE HYB;1.0T-12V;Híbrido;CVT-7;S;E;F;40;221;6;0;100;\;8,9;9,8;12,6;13,9;\;\;1,62;\
Utilitário Esportivo Compacto;FIAT;FASTBACK;IMPETUS HY;1.0T-12V;Híbrido;CVT-7;S;E;F;40;221;6;0;100;\;8,9;9,8;12,6;13,9;\;\;1,62;\
Utilitário Esportivo Compacto;FIAT;FASTBACK;ABARTH 270;1.3T-16V;Combustão;A-6;S;E;F;28;209;5;0;115;\;7,3;9,1;10,8;12,9;\;\;1,88;\
Utilitário Esportivo Compacto;FIAT;FASTBACK;LIMITED ED;1.3T-16V;Combustão;A-6;S;E;F;32;174;6;0;110;\;7,8;9,8;11,3;13,6;\;\;1,76;\
Utilitário Esportivo Compacto;FIAT;FASTBACK;TURBO 200;1.0T-12V;Combustão;CVT-7;S;E;F;31;240,3;4,4;0;102;\;8,5;10,1;12,1;14,3;\;\;1,65;\
Utilitário Esportivo Compacto;FIAT;PULSE;AUDACE HYB;1.0T-12V;Híbrido;CVT-7;S;E;F;42;312;6;0;95;\;9,3;10,2;13,4;14,4;\;\;1,54;\
Utilitário Esportivo Compacto;FIAT;PULSE;IMPETUS HYB;1.0T-12V;Híbrido;CVT-7;S;E;F;42;312;6;0;95;\;9,3;10,2;13,4;14,4;\;\;1,54;\
Utilitário Esportivo Compacto;FIAT;PULSE;DRIVE AT;1.3-8V;Combustão;CVT-7;S;E;F;46;315;5;0;97;\;8,9;10,5;13;14,7;\;\;1,56;\
Utilitário Esportivo Compacto;FIAT;PULSE;DRIVE TF 200;1.0T-12V;Combustão;CVT-7;S;E;F;32;145;5;0;101;\;8,6;10;12,3;14,4;\;\;1,63;\
Utilitário Esportivo Compacto;FIAT;PULSE;ABARTH 270;1.3T-16V;Combustão;A-6;S;E;F;27;141;5;0;120;\;7,2;8,8;10,5;12,2;\;\;1,94;\
Utilitário Esportivo Compacto;HONDA;WR-V;EX;1.5-16V;Combustão;CVT;S;E;F;22;191;1;0;108;\;8,2;8,9;12;12,8;\;\;1,76;\
Utilitário Esportivo Compacto;HONDA;WR-V;EXL;1.5-16V;Combustão;CVT;S;E;F;22;191;1;0;108;\;8,2;8,9;12;12,8;\;\;1,76;\
Utilitário Esportivo Compacto;Hyundai;CRETA;Comfort;1.0-12V T;Combustão;A-6;S;E;F;25;110;2;0;108;\;8,4;9;12;12,7;\;\;1,74;\
Utilitário Esportivo Compacto;Hyundai;CRETA;Limited;1.0-12V T;Combustão;A-6;S;E;F;25;110;2;0;108;\;8,4;9;12;12,7;\;\;1,74;\
Utilitário Esportivo Compacto;Hyundai;CRETA;Platinum;1.0-12V T;Combustão;A-6;S;E;F;25;110;2;0;108;\;8,4;9;12;12,7;\;\;1,74;\
Utilitário Esportivo Compacto;Hyundai;CRETA;N Line;1.0-12V T;Combustão;A-6;S;E;F;25;110;2;0;108;\;8,4;9;12;12,7;\;\;1,74;\
Utilitário Esportivo Compacto;Hyundai;CRETA;Ultimate;1.6-16V T;Combustão;DCT-7;S;E;G;36;404;1;\;106;\;\;\;11,9;13,5;\;\;1,72;\
Utilitário Esportivo Compacto;JEEP;RENEGADE;SPT T270;1.3T-16V;Combustão;A-6;S;E;F;35;172;6;0;115;\;7,8;8,9;11,1;12,4;\;\;1,84;\
Utilitário Esportivo Compacto;JEEP;RENEGADE;LGTD T270;1.3T-16V;Combustão;A-6;S;E;F;35;172;6;0;115;\;7,8;8,9;11,1;12,4;\;\;1,84;\
Utilitário Esportivo Compacto;JEEP;RENEGADE;1.3 TURBO;1.3T-16V;Combustão;A-6;S;E;F;35;172;6;0;115;\;7,8;8,9;11,1;12,4;\;\;1,84;\
Utilitário Esportivo Compacto;JEEP;RENEGADE;1.3 T FLEX;1.3T-16V;Combustão;A-6;S;E;F;35;172;6;0;115;\;7,8;8,9;11,1;12,4;\;\;1,84;\
Utilitário Esportivo Compacto;JEEP;RENEGADE;SAHARA;1.3T-16V;Combustão;A-6;S;E;F;35;172;6;0;115;\;7,8;8,9;11,1;12,4;\;\;1,84;\
Utilitário Esportivo Compacto;Nissan;Kicks Play;SENSE;1.6-16V;Combustão;CVT;S;E;F;25;145;1;0;107;\;7,8;9,4;11,3;13,7;\;\;1,77;\
Utilitário Esportivo Compacto;Nissan;Kicks Play;ADV;1.6-16V;Combustão;CVT;S;E;F;25;145;1;0;107;\;7,8;9,4;11,3;13,7;\;\;1,77;\
Utilitário Esportivo Compacto;Nissan;Kicks Play;ACTIVE;1.6-16V;Combustão;CVT;S;E;F;25;145;1;0;107;\;7,8;9,4;11,3;13,7;\;\;1,77;\
Utilitário Esportivo Compacto;Nissan;Kicks;SENSE AT;1.0 12V;Combustão;DCT;S;E;F;32;351;2;0;105;\;8,3;9,9;11,7;14,3;\;\;1,69;\
Utilitário Esportivo Compacto;Nissan;Kicks;ADVANCE AT;1.0 12V;Combustão;DCT;S;E;F;32;351;2;0;105;\;8,3;9,9;11,7;14,3;\;\;1,69;\
Utilitário Esportivo Compacto;Nissan;Kicks;EXCLUSIV AT;1.0 12V;Combustão;DCT;S;E;F;32;351;2;0;105;\;8,3;9,9;11,7;14,3;\;\;1,69;\
Utilitário Esportivo Compacto;Nissan;Kicks;PLATINUM AT;1.0 12V;Combustão;DCT;S;E;F;32;351;2;0;105;\;8,3;9,9;11,7;14,3;\;\;1,69;\
Utilitário Esportivo Compacto;PEUGEOT;2008;GT T200;1.0T-12V;Combustão;CVT-7;S;E;F;33;511;5;0;103;\;8,5;9,8;12;14,1;\;\;1,66;\
Utilitário Esportivo Compacto;PEUGEOT;2008;ACT T200;1.0T-12V;Combustão;CVT-7;S;E;F;33;511;5;0;103;\;8,5;9,8;12;14,1;\;\;1,66;\
Utilitário Esportivo Compacto;PEUGEOT;2008;ALLU T200;1.0T-12V;Combustão;CVT-7;S;E;F;33;511;5;0;103;\;8,5;9,8;12;14,1;\;\;1,66;\
Utilitário Esportivo Compacto;Renault;KWID;ZEN;1.0-12V;Combustão;M-5;S;E-H;F;49;362;2;0;87;\;10,4;10,8;14,6;15,5;\;\;1,4;\
Utilitário Esportivo Compacto;Renault;KWID;INTENSE;1.0-12V;Combustão;M-5;S;E-H;F;49;362;2;0;87;\;10,4;10,8;14,6;15,5;\;\;1,4;\
Utilitário Esportivo Compacto;Renault;KWID;OUTSIDER;1.0-12V;Combustão;M-5;S;E-H;F;49;362;2;0;87;\;10,4;10,8;14,6;15,5;\;\;1,4;\
Utilitário Esportivo Compacto;Renault;KWID;INTENSE BITON;1.0-12V;Combustão;M-5;S;E-H;F;49;362;2;0;87;\;10,4;10,8;14,6;15,5;\;\;1,4;\
Utilitário Esportivo Compacto;Renault;KWID;ICONIC 2;1.0-12V;Combustão;M-5;S;E-H;F;49;362;2;0;87;\;10,4;10,8;14,6;15,5;\;\;1,4;\
Utilitário Esportivo Compacto;Renault;KWID;ZEN 2;1.0-12V;Combustão;M-5;S;E-H;F;36;217;1;0;88;\;10,4;10,7;14,4;15,4;\;\;1,41;\
Utilitário Esportivo Compacto;Renault;KWID;INTENSE 2;1.0-12V;Combustão;M-5;S;E-H;F;36;217;1;0;88;\;10,4;10,7;14,4;15,4;\;\;1,41;\
Utilitário Esportivo Compacto;Renault;KWID;OUTSIDER 2;1.0-12V;Combustão;M-5;S;E-H;F;36;217;1;0;88;\;10,4;10,7;14,4;15,4;\;\;1,41;\
Utilitário Esportivo Compacto;Renault;KWID;INTENSE BITON 2;1.0-12V;Combustão;M-5;S;E-H;F;36;217;1;0;88;\;10,4;10,7;14,4;15,4;\;\;1,41;\
Utilitário Esportivo Compacto;Renault;KWID;ICONIC 2;1.0-12V;Combustão;M-5;S;E-H;F;36;217;1;0;88;\;10,4;10,7;14,4;15,4;\;\;1,41;\
Utilitário Esportivo Compacto;Renault;KWID;LIFE 2;1.0-12V;Combustão;M-5;S;E-H;F;36;217;1;0;88;\;10,4;10,7;14,4;15,4;\;\;1,41;\
Utilitário Esportivo Compacto;Renault;KARDIAN;PREM AT;1.0 12V;Combustão;DCT;S;E;F;48;246;3;0;102;\;8,8;9,8;12,2;13,8;\;\;1,64;\
Utilitário Esportivo Compacto;Renault;KARDIAN;TECH AT;1.0 12V;Combustão;DCT;S;E;F;48;246;3;0;102;\;8,8;9,8;12,2;13,8;\;\;1,64;\
Utilitário Esportivo Compacto;Renault;KARDIAN;EVO AT;1.0 12V;Combustão;DCT;S;E;F;48;246;3;0;102;\;8,8;9,8;12,2;13,8;\;\;1,64;\
Utilitário Esportivo Compacto;Renault;KARDIAN;EVO MT;1.0 12V;Combustão;M-6;S;E;F;41;315;3;0;100;\;8,6;10,2;12,4;14,8;\;\;1,61;\
Utilitário Esportivo Compacto;Volkswagen;T CROSS;"HIGHLINE 250TSI
AUTOMÁTICO";1.4 - 16V;Combustão;A - 6;S;E;F;18;73;1;0;105;\;8,2;9,9;11,8;14,2;\;\;1,69;\
Utilitário Esportivo Compacto;Volkswagen;T CROSS;"COMFORTLINE 200TSI
AUTOMATICO";1.0-12V;Combustão;A - 6;S;E;F;21;95;2;0;102;\;8,5;10,2;12,1;14,5;\;\;1,64;\
Utilitário Esportivo Compacto;Volkswagen;T CROSS;200TSI AUTOMATICO;1.0-12V;Combustão;A - 6;S;E;F;21;95;2;0;102;\;8,5;10,2;12,1;14,5;\;\;1,64;\
Utilitário Esportivo Compacto;Volkswagen;T CROSS;"SENSE 200TSI
AUTOMATICO";1.0-12V;Combustão;A - 6;S;E;F;21;95;2;0;102;\;8,5;10,2;12,1;14,5;\;\;1,64;\
Utilitário Esportivo Compacto;Volkswagen;NIVUS;"HIGHLINE 200TSI
AUTOMÁTICO";1.0-12V;Combustão;A - 6;S;E;F;20;93;1;0;99;\;8,6;10,3;12,4;14,8;\;\;1,61;\
Utilitário Esportivo Compacto;Volkswagen;NIVUS;"COMFORTLINE 200TSI
AUTOMÁTICO";1.0-12V;Combustão;A - 6;S;E;F;20;93;1;0;99;\;8,6;10,3;12,4;14,8;\;\;1,61;\
Utilitário Esportivo Compacto;Volkswagen;TERA;COMFORT TSI;1.0-12V;Combustão;A - 6;S;E;F;19;152;2;0;101;\;8,6;10,3;12,2;14,5;\;\;1,62;\
Utilitário Esportivo Compacto;Volkswagen;TERA;HIGH TSI;1.0-12V;Combustão;A - 6;S;E;F;19;152;2;0;101;\;8,6;10,3;12,2;14,5;\;\;1,62;\
Utilitário Esportivo Compacto;Volkswagen;TERA;TSI;1.0-12V;Combustão;M - 5;S;E;F;16;158;1;0;97;\;9;10,3;12,9;15;\;\;1,56;\
Utilitário Esportivo Compacto 4x4;VOLVO;EX30;C COUNTRY;ELÉTRICO;ELÉTRICO;A-1;S;E;E;ND;ND;ND;\;0;\;\;\;\;\;37,3;33,4;0,57;327
Utilitário Esportivo Grande;BMW;X1;S20i GP;2.0 - 16V;Combustão;A-7;S;E;G;10;267;1;\;115;\;\;\;10,5;13,6;\;\;1,87;\
Utilitário Esportivo Grande;BMW;X1;S20i X Line;2.0 - 16V;Combustão;A-7;S;E;G;10;267;1;\;115;\;\;\;10,5;13,6;\;\;1,87;\
Utilitário Esportivo Grande;BMW;X1;S20i M Sport;2.0 - 16V;Combustão;A-7;S;E;G;13;291;1;\;118;\;\;\;10,3;13,3;\;\;1,91;\
Utilitário Esportivo Grande;BMW;X1;S20i X Line;2.0 - 16V;Combustão;A-7;S;E;G;9;237;1;\;117;\;\;\;10,3;13,5;\;\;1,9;\
Utilitário Esportivo Grande;BMW;X1;S20i X Line;2.0 - 16V;Combustão;A-7;S;E;G;9;237;1;\;117;\;\;\;10,3;13,5;\;\;1,9;\
Utilitário Esportivo Grande;BMW;X1;S20i M Sport;2.0 - 16V;Combustão;A-7;S;E;G;8;225;0;\;118;\;\;\;10,2;13,2;\;\;1,91;\
Utilitário Esportivo Grande;BMW;X1;S20i M Sport;2.0 - 16V;Combustão;A-7;S;E;G;8;225;0;\;118;\;\;\;10,2;13,2;\;\;1,91;\
Utilitário Esportivo Grande;BMW;X1;S20i GP;2.0 - 16V;Combustão;A-7;S;E;G;9;237;1;\;117;\;\;\;10,3;13,5;\;\;1,9;\
Utilitário Esportivo Grande;BMW;X1;S20i GP;2.0 - 16V;Combustão;A-7;S;E;G;9;237;1;\;117;\;\;\;10,3;13,5;\;\;1,9;\
Utilitário Esportivo Grande;BMW;X2;xDrive20i MSP;2.0 - 16V;Combustão;A-7;S;E;G;10;200;1;\;122;\;\;\;10;12,7;\;\;1,98;\
Utilitário Esportivo Grande;BMW;X2;xDrive20i MSP;2.0 - 16V;Combustão;A-7;S;E;G;9;222;1;\;121;\;\;\;9,9;13,1;\;\;1,97;\
Utilitário Esportivo Grande;BYD;YUAN PLUS;GL310 EV;ELÉTRICO;ELÉTRICO;N.A.;S;E;E;0;0;0;\;0;\;\;\;\;\;39,8;33,1;0,56;294
Utilitário Esportivo Grande;BYD;YUAN PLUS;GS310 EV;ELÉTRICO;ELÉTRICO;N.A.;S;E;E;0;0;0;\;0;\;\;\;\;\;39,8;33,1;0,56;294
Utilitário Esportivo Grande;CAOA CHERY;TIGGO 7;PRO HA;1.5T -16V;Híbrido;CVT;S;E;F;25;133;0;0;118;\;7,8;8,3;11,1;11,6;\;\;1,9;\
Utilitário Esportivo Grande;CAOA CHERY;TIGGO 7;SPORT;1.5T -16V;Combustão;CVT;S;E;F;35;222;0;0;123;\;6,4;8,3;10,1;12,3;\;\;2,05;\
Utilitário Esportivo Grande;CAOA CHERY;TIGGO 8;16TA;1.6T - 16V;Combustão;DCT-7;S;E;G;31;106;1;\;123;\;\;\;10;12,5;\;\;1,99;\
Utilitário Esportivo Grande;CAOA CHERY;TIGGO 7;PRO 16TA;1.6T-16V;Combustão;DCT-7;S;E;G;38;148;1;\;119;\;\;\;10,2;13;\;\;1,93;\
Utilitário Esportivo Grande;CAOA CHERY;TIGGO 8;PHEV;1.6T - 16V;Plug-in;DCT-7;S;E;G;8;69;1;\;115;20;\;\;11,8;11,3;33,6;27,7;0,66;56
Utilitário Esportivo Grande;GAC;GS4;ELITE;2.0-16V;Híbrido;DHT-2;S;E;G;24;117;1;\;101;\;\;\;14,1;11,8;\;\;1,64;\
Utilitário Esportivo Grande;GAC;GS4;PREMIUM;2.0-16V;Híbrido;DHT-2;S;E;G;24;117;1;\;101;\;\;\;14,1;11,8;\;\;1,64;\
Utilitário Esportivo Grande;GWM;WEY;7;1.5 - 16V;Plug-in;A-4;S;E;G;36;21;2;\;134;7;\;\;10,8;9,1;25,9;22,8;0,83;128
Utilitário Esportivo Grande;GWM;HAVAL  H6;HEV;1.5-16V;Híbrido;DHT - 2;S;E;G;35;462;1;\;100;\;\;\;14,4;11,8;\;\;1,62;\
Utilitário Esportivo Grande;GWM;HAVAL  H6;PHEV;1.5-16V;Plug-in;DHT - 2;S;E;G;20;10;1;\;114;6;\;\;12,7;10,5;31,5;25,1;0,72;123
Utilitário Esportivo Grande;GWM;HAVAL  H6;PHEV 19;1.5-16V;Plug-in;DHT - 2;S;E;G;52;56;2;\;81;13;\;\;13,6;12,3;36,2;31,1;0,6;74
Utilitário Esportivo Grande;GWM;HAVAL  H6;GT;1.5-16V;Plug-in;DHT - 2;S;E;G;32;21;1;\;121;7;\;\;11,8;10,1;29,7;25,2;0,74;117
Utilitário Esportivo Grande;HONDA;CR-V;TOURING;2.0-16V;Híbrido;CVT;S;E;G;12;79;0;\;102;\;\;\;14,1;11,8;\;\;1,65;\
Utilitário Esportivo Grande;JEEP;COMMANDER;"OVR T270 (""Mestre"")";1.3T-16V;Combustão;A-6;S;E;F;36;273;5;0;128;\;7;8,3;9,9;11,4;\;\;2,04;\
Utilitário Esportivo Grande;JEEP;COMMANDER;LIM T270;1.3T-16V;Combustão;A-6;S;E;F;36;273;5;0;128;\;7;8,3;9,9;11,4;\;\;2,04;\
Utilitário Esportivo Grande;JEEP;COMMANDER;LONGITUDE;1.3T-16V;Combustão;A-6;S;E;F;36;273;5;0;128;\;7;8,3;9,9;11,4;\;\;2,04;\
Utilitário Esportivo Grande;JEEP;COMMANDER;FLEX;1.3T-16V;Combustão;A-6;S;E;F;36;273;5;0;128;\;7;8,3;9,9;11,4;\;\;2,04;\
Utilitário Esportivo Grande;JEEP;COMMANDER;OVE 7 270 (MY26);1.3T-16V;Combustão;A-6;S;E;F;32;206;5;0;127;\;6,9;8,3;10;11,5;\;\;2,05;\
Utilitário Esportivo Grande;JEEP;COMMANDER;LIM 7 270 (MY26);1.3T-16V;Combustão;A-6;S;E;F;32;206;5;0;127;\;6,9;8,3;10;11,5;\;\;2,05;\
Utilitário Esportivo Grande;JEEP;COMMANDER;LON 7 270 (MY26);1.3T-16V;Combustão;A-6;S;E;F;32;206;5;0;127;\;6,9;8,3;10;11,5;\;\;2,05;\
Utilitário Esportivo Grande;JEEP;COMMANDER;LON 5 270 (MY26);1.3T-16V;Combustão;A-6;S;E;F;30;205;6;0;125;\;7,2;8,4;10,2;11,5;\;\;2;\
Utilitário Esportivo Grande;JEEP;COMPASS;LIMITED T;1.3T-16V;Combustão;A-6;S;E;F;32;180;6;0;124;\;7,3;8,6;10,1;12,1;\;\;1,97;\
Utilitário Esportivo Grande;JEEP;COMPASS;LONG T;1.3T-16V;Combustão;A-6;S;E;F;32;180;6;0;124;\;7,3;8,6;10,1;12,1;\;\;1,97;\
Utilitário Esportivo Grande;JEEP;COMPASS;SERIE S T;1.3T-16V;Combustão;A-6;S;E;F;32;180;6;0;124;\;7,3;8,6;10,1;12,1;\;\;1,97;\
Utilitário Esportivo Grande;JEEP;COMPASS;SPORT T;1.3T-16V;Combustão;A-6;S;E;F;32;180;6;0;124;\;7,3;8,6;10,1;12,1;\;\;1,97;\
Utilitário Esportivo Grande;KIA;SPORTAGE;TMHEV EX;1.6 - 16V;Híbrido;DCT-7;S;E;G;46;208;1;\;110;\;\;\;11,9;12,5;\;\;1,78;\
Utilitário Esportivo Grande;KIA;SPORTAGE;TMHEV LX;1.6 - 16V;Híbrido;DCT-7;S;E;G;46;208;1;\;110;\;\;\;11,9;12,5;\;\;1,78;\
Utilitário Esportivo Grande;KIA;SPORTAGE;TMHEV SX;1.6 - 16V;Híbrido;DCT-7;S;E;G;46;208;1;\;110;\;\;\;11,9;12,5;\;\;1,78;\
Utilitário Esportivo Grande;KIA;SPORTAGE;TMHEV GT;1.6 - 16V;Híbrido;DCT-7;S;E;G;46;208;1;\;110;\;\;\;11,9;12,5;\;\;1,78;\
Utilitário Esportivo Grande;KIA;SPORTAGE;TMHEV EXP;1.6 - 16V;Híbrido;DCT-7;S;E;G;46;208;1;\;110;\;\;\;11,9;12,5;\;\;1,78;\
Utilitário Esportivo Grande;KIA;EV9 GTL;EV9 GTL 4WD;ELÉTRICO;ELÉTRICO;A-1;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;35,2;27,2;0,65;434
Utilitário Esportivo Grande;Mitsubishi;Eclipse Cross;HPE BLACK;1.5T-16V;Combustão;CVT;S;E;G;19;169;0;\;126;\;\;\;10,3;11,3;\;\;2,03;\
Utilitário Esportivo Grande;Mitsubishi;Eclipse Cross;RUSH;1.5T-16V;Combustão;CVT;S;E;G;19;169;0;\;126;\;\;\;10,3;11,3;\;\;2,03;\
Utilitário Esportivo Grande;Mitsubishi;Eclipse Cross;HPE;1.5T-16V;Combustão;CVT;S;E;G;19;169;0;\;126;\;\;\;10,3;11,3;\;\;2,03;\
Utilitário Esportivo Grande;Mitsubishi;Eclipse Cross;HPE-S;1.5T-16V;Combustão;CVT;S;E;G;19;169;0;\;126;\;\;\;10,3;11,3;\;\;2,03;\
Utilitário Esportivo Grande;Renault;DUSTER;ICO;1.6-16V;Combustão;CVT;S;E;F;59;406;3;0;121;\;7,5;8,3;10,8;11,4;\;\;1,94;\
Utilitário Esportivo Grande;Renault;DUSTER;ICOP;1.6-16V;Combustão;CVT;S;E;F;59;406;3;0;121;\;7,5;8,3;10,8;11,4;\;\;1,94;\
Utilitário Esportivo Grande;Renault;DUSTER;INT;1.6-16V;Combustão;CVT;S;E;F;59;406;3;0;121;\;7,5;8,3;10,8;11,4;\;\;1,94;\
